Date,variable,Cumulative Confirmed Case Count,Newly Confirmed Case Count
12/2/20,Race-Asian,14734,371
12/3/20,Race-Asian,15049,315
12/4/20,Race-Asian,15341,292
12/5/20,Race-Asian,15776,435
12/6/20,Race-Asian,16064,288
12/7/20,Race-Asian,16342,278
12/8/20,Race-Asian,16594,252
12/9/20,Race-Asian,17143,549
12/10/20,Race-Asian,17648,505
12/11/20,Race-Asian,18122,474
12/12/20,Race-Asian,18566,444
12/13/20,Race-Asian,18887,321
12/14/20,Race-Asian,19328,441
12/15/20,Race-Asian,20260,932
12/16/20,Race-Asian,20912,652
12/17/20,Race-Asian,21617,705
12/18/20,Race-Asian,22149,532
12/19/20,Race-Asian,22716,567
12/20/20,Race-Asian,23269,553
12/21/20,Race-Asian,23812,543
12/22/20,Race-Asian,24443,631
12/23/20,Race-Asian,24957,514
12/24/20,Race-Asian,24957,0
12/25/20,Race-Asian,26175,1218
12/26/20,Race-Asian,26800,625
12/27/20,Race-Asian,27497,697
12/28/20,Race-Asian,28048,551
12/29/20,Race-Asian,28495,447
12/30/20,Race-Asian,29228,733
12/31/20,Race-Asian,30078,850
1/1/21,Race-Asian,30737,659
1/2/21,Race-Asian,31491,754
1/3/21,Race-Asian,31904,413
1/4/21,Race-Asian,32389,485
1/5/21,Race-Asian,33010,621
1/6/21,Race-Asian,33982,972
1/7/21,Race-Asian,35119,1137
1/8/21,Race-Asian,35979,860
1/9/21,Race-Asian,36653,674
1/10/21,Race-Asian,37353,700
1/11/21,Race-Asian,38112,759
1/12/21,Race-Asian,38776,664
1/13/21,Race-Asian,39860,1084
1/14/21,Race-Asian,40706,846
1/15/21,Race-Asian,41417,711
1/16/21,Race-Asian,42653,1236
1/17/21,Race-Asian,43170,517
1/18/21,Race-Asian,43591,421
1/19/21,Race-Asian,43930,339
1/20/21,Race-Asian,44514,584
1/21/21,Race-Asian,44949,435
1/22/21,Race-Asian,45509,560
1/23/21,Race-Asian,45958,449
1/24/21,Race-Asian,46331,373
1/25/21,Race-Asian,46671,340
1/26/21,Race-Asian,47112,441
1/27/21,Race-Asian,47622,510
1/28/21,Race-Asian,48034,412
1/29/21,Race-Asian,48460,426
1/30/21,Race-Asian,48825,365
1/31/21,Race-Asian,49087,262
2/1/21,Race-Asian,49318,231
2/2/21,Race-Asian,49602,284
2/3/21,Race-Asian,50661,1059
2/4/21,Race-Asian,50974,313
2/5/21,Race-Asian,51253,279
2/6/21,Race-Asian,51475,222
2/7/21,Race-Asian,51659,184
2/8/21,Race-Asian,51899,240
2/9/21,Race-Asian,52163,264
2/10/21,Race-Asian,52163,0
2/11/21,Race-Asian,52163,0
2/12/21,Race-Asian,52328,165
2/13/21,Race-Asian,52475,147
2/14/21,Race-Asian,52646,171
2/15/21,Race-Asian,52771,125
2/16/21,Race-Asian,52887,116
2/17/21,Race-Asian,53086,199
2/18/21,Race-Asian,53254,168
2/19/21,Race-Asian,53406,152
2/20/21,Race-Asian,53540,134
2/21/21,Race-Asian,53631,91
2/22/21,Race-Asian,54294,663
2/23/21,Race-Asian,54426,132
2/24/21,Race-Asian,54559,133
2/25/21,Race-Asian,54701,142
2/26/21,Race-Asian,54808,107
2/27/21,Race-Asian,54914,106
2/28/21,Race-Asian,55006,92
3/1/21,Race-Asian,55089,83
3/2/21,Race-Asian,55200,111
3/3/21,Race-Asian,55340,140
3/4/21,Race-Asian,55515,175
3/5/21,Race-Asian,55659,144
3/6/21,Race-Asian,55745,86
3/7/21,Race-Asian,55820,75
3/8/21,Race-Asian,55925,105
3/9/21,Race-Asian,56000,75
3/10/21,Race-Asian,56000,0
3/11/21,Race-Asian,56249,249
3/12/21,Race-Asian,56341,92
3/13/21,Race-Asian,56421,80
3/14/21,Race-Asian,56482,61
3/15/21,Race-Asian,56545,63
3/16/21,Race-Asian,56625,80
3/17/21,Race-Asian,56719,94
3/18/21,Race-Asian,56801,82
3/19/21,Race-Asian,56856,55
3/20/21,Race-Asian,56912,56
3/21/21,Race-Asian,56951,39
3/22/21,Race-Asian,57000,49
3/23/21,Race-Asian,57076,76
3/24/21,Race-Asian,57122,46
3/25/21,Race-Asian,57207,85
3/26/21,Race-Asian,57292,85
3/27/21,Race-Asian,57359,67
3/28/21,Race-Asian,57398,39
3/29/21,Race-Asian,57448,50
3/30/21,Race-Asian,57448,0
3/31/21,Race-Asian,57448,0
4/1/21,Race-Asian,57667,219
4/2/21,Race-Asian,57752,85
4/3/21,Race-Asian,57839,87
4/4/21,Race-Asian,57927,88
4/5/21,Race-Asian,57985,58
4/6/21,Race-Asian,58064,79
4/7/21,Race-Asian,58162,98
4/8/21,Race-Asian,58265,103
4/9/21,Race-Asian,58395,130
4/10/21,Race-Asian,58447,52
4/11/21,Race-Asian,58529,82
4/12/21,Race-Asian,58566,37
4/13/21,Race-Asian,58612,46
4/14/21,Race-Asian,58684,72
4/15/21,Race-Asian,58770,86
4/16/21,Race-Asian,58856,86
4/17/21,Race-Asian,58970,114
4/18/21,Race-Asian,59013,43
4/19/21,Race-Asian,59079,66
4/20/21,Race-Asian,59126,47
4/21/21,Race-Asian,59185,59
4/22/21,Race-Asian,59237,52
4/23/21,Race-Asian,59274,37
4/24/21,Race-Asian,59331,57
4/25/21,Race-Asian,59368,37
4/26/21,Race-Asian,59405,37
4/27/21,Race-Asian,59463,58
4/28/21,Race-Asian,59531,68
4/29/21,Race-Asian,59578,47
4/30/21,Race-Asian,59646,68
5/1/21,Race-Asian,59693,47
5/2/21,Race-Asian,59736,43
5/3/21,Race-Asian,59786,50
5/4/21,Race-Asian,59826,40
5/5/21,Race-Asian,59864,38
5/6/21,Race-Asian,59923,59
5/7/21,Race-Asian,59972,49
5/8/21,Race-Asian,60029,57
5/9/21,Race-Asian,60086,57
5/10/21,Race-Asian,60128,42
5/11/21,Race-Asian,60205,77
5/12/21,Race-Asian,60262,57
5/13/21,Race-Asian,60330,68
5/14/21,Race-Asian,60396,66
5/15/21,Race-Asian,60436,40
5/16/21,Race-Asian,60438,2
5/17/21,Race-Asian,60449,11
5/18/21,Race-Asian,60465,16
5/19/21,Race-Asian,60477,12
5/20/21,Race-Asian,60496,19
5/21/21,Race-Asian,60525,29
5/22/21,Race-Asian,60528,3
5/23/21,Race-Asian,60533,5
5/24/21,Race-Asian,60547,14
5/25/21,Race-Asian,60553,6
5/26/21,Race-Asian,60786,233
5/27/21,Race-Asian,60791,5
5/28/21,Race-Asian,60796,5
5/29/21,Race-Asian,60806,10
5/30/21,Race-Asian,60814,8
5/31/21,Race-Asian,60819,5
6/1/21,Race-Asian,60822,3
6/2/21,Race-Asian,60832,10
6/3/21,Race-Asian,60839,7
6/4/21,Race-Asian,60840,1
6/5/21,Race-Asian,60847,7
6/6/21,Race-Asian,60850,3
6/7/21,Race-Asian,60860,10
6/8/21,Race-Asian,60870,10
6/9/21,Race-Asian,60879,9
6/10/21,Race-Asian,60886,7
6/11/21,Race-Asian,60915,29
6/12/21,Race-Asian,60917,2
3/17/20,Race-Black,0,0
3/18/20,Race-Black,0,0
3/19/20,Race-Black,0,0
3/20/20,Race-Black,0,0
3/21/20,Race-Black,0,0
3/22/20,Race-Black,0,0
3/23/20,Race-Black,0,0
3/24/20,Race-Black,0,0
3/25/20,Race-Black,0,0
3/26/20,Race-Black,0,0
3/27/20,Race-Black,0,0
3/28/20,Race-Black,0,0
3/29/20,Race-Black,0,0
3/30/20,Race-Black,0,0
3/31/20,Race-Black,0,0
4/1/20,Race-Black,0,0
4/2/20,Race-Black,0,0
4/3/20,Race-Black,0,0
4/4/20,Race-Black,0,0
4/5/20,Race-Black,0,0
4/6/20,Race-Black,0,0
4/7/20,Race-Black,0,0
4/8/20,Race-Black,413,413
4/9/20,Race-Black,429,16
4/10/20,Race-Black,460,31
4/11/20,Race-Black,493,33
4/12/20,Race-Black,548,55
4/13/20,Race-Black,590,42
4/14/20,Race-Black,617,27
4/15/20,Race-Black,645,28
4/16/20,Race-Black,684,39
4/17/20,Race-Black,760,76
4/18/20,Race-Black,787,27
4/19/20,Race-Black,824,37
4/20/20,Race-Black,876,52
4/21/20,Race-Black,898,22
4/22/20,Race-Black,925,27
4/23/20,Race-Black,949,24
4/24/20,Race-Black,979,30
4/25/20,Race-Black,988,9
4/26/20,Race-Black,994,6
4/27/20,Race-Black,1053,59
4/28/20,Race-Black,1096,43
4/29/20,Race-Black,1113,17
4/30/20,Race-Black,1193,80
5/1/20,Race-Black,1223,30
5/2/20,Race-Black,1233,10
5/3/20,Race-Black,1290,57
5/4/20,Race-Black,1329,39
5/5/20,Race-Black,1388,59
5/6/20,Race-Black,1410,22
5/7/20,Race-Black,1458,48
5/8/20,Race-Black,1491,33
5/9/20,Race-Black,1508,17
5/10/20,Race-Black,1541,33
5/11/20,Race-Black,1577,36
5/12/20,Race-Black,1638,61
5/13/20,Race-Black,1736,98
5/14/20,Race-Black,1756,20
5/15/20,Race-Black,1802,46
5/16/20,Race-Black,1844,42
5/17/20,Race-Black,1894,50
5/18/20,Race-Black,1917,23
5/19/20,Race-Black,1946,29
5/20/20,Race-Black,1963,17
5/21/20,Race-Black,1999,36
5/22/20,Race-Black,2015,16
5/23/20,Race-Black,2044,29
5/24/20,Race-Black,2109,65
5/25/20,Race-Black,2131,22
5/26/20,Race-Black,2155,24
5/27/20,Race-Black,2161,6
5/28/20,Race-Black,2255,94
5/29/20,Race-Black,2331,76
5/30/20,Race-Black,2364,33
5/31/20,Race-Black,2415,51
6/1/20,Race-Black,2456,41
6/2/20,Race-Black,2477,21
6/3/20,Race-Black,2505,28
6/4/20,Race-Black,2538,33
6/5/20,Race-Black,2565,27
6/6/20,Race-Black,2578,13
6/7/20,Race-Black,2588,10
6/8/20,Race-Black,2605,17
6/9/20,Race-Black,2664,59
6/10/20,Race-Black,2676,12
6/11/20,Race-Black,2710,34
6/12/20,Race-Black,2736,26
6/13/20,Race-Black,2740,4
6/14/20,Race-Black,2744,4
6/15/20,Race-Black,2775,31
6/16/20,Race-Black,2834,59
6/17/20,Race-Black,2853,19
6/18/20,Race-Black,2859,6
6/19/20,Race-Black,2864,5
6/20/20,Race-Black,2884,20
6/21/20,Race-Black,2916,32
6/22/20,Race-Black,2955,39
6/23/20,Race-Black,2994,39
6/24/20,Race-Black,3053,59
6/25/20,Race-Black,3088,35
6/26/20,Race-Black,3139,51
6/27/20,Race-Black,3186,47
6/28/20,Race-Black,3213,27
6/29/20,Race-Black,3265,52
6/30/20,Race-Black,3310,45
7/1/20,Race-Black,3350,40
7/2/20,Race-Black,3350,0
7/3/20,Race-Black,3350,0
7/4/20,Race-Black,3525,175
7/5/20,Race-Black,3583,58
7/6/20,Race-Black,3670,87
7/7/20,Race-Black,3781,111
7/8/20,Race-Black,3832,51
7/9/20,Race-Black,3902,70
7/10/20,Race-Black,3977,75
7/11/20,Race-Black,4068,91
7/12/20,Race-Black,4134,66
7/13/20,Race-Black,4251,117
7/14/20,Race-Black,4354,103
7/15/20,Race-Black,4405,51
7/16/20,Race-Black,4502,97
7/17/20,Race-Black,4618,116
7/18/20,Race-Black,4700,82
7/19/20,Race-Black,4788,88
7/20/20,Race-Black,4872,84
7/21/20,Race-Black,4955,83
7/22/20,Race-Black,5029,74
7/23/20,Race-Black,5103,74
7/24/20,Race-Black,5221,118
7/25/20,Race-Black,5297,76
7/26/20,Race-Black,5337,40
7/27/20,Race-Black,5384,47
7/28/20,Race-Black,5563,179
7/29/20,Race-Black,5617,54
7/30/20,Race-Black,5703,86
7/31/20,Race-Black,5779,76
8/1/20,Race-Black,5822,43
8/2/20,Race-Black,5859,37
8/3/20,Race-Black,5921,62
8/4/20,Race-Black,6013,92
8/5/20,Race-Black,6092,79
8/6/20,Race-Black,6175,83
8/7/20,Race-Black,6268,93
8/8/20,Race-Black,6302,34
8/9/20,Race-Black,6367,65
8/10/20,Race-Black,6414,47
8/11/20,Race-Black,6525,111
8/12/20,Race-Black,6619,94
8/13/20,Race-Black,6711,92
8/14/20,Race-Black,6786,75
8/15/20,Race-Black,6822,36
8/16/20,Race-Black,6876,54
8/17/20,Race-Black,6895,19
8/18/20,Race-Black,6980,85
8/19/20,Race-Black,7025,45
8/20/20,Race-Black,7078,53
8/21/20,Race-Black,7148,70
8/22/20,Race-Black,7175,27
8/23/20,Race-Black,7204,29
8/24/20,Race-Black,7250,46
8/25/20,Race-Black,7314,64
8/26/20,Race-Black,7347,33
8/27/20,Race-Black,7397,50
8/28/20,Race-Black,7443,46
8/29/20,Race-Black,7471,28
8/30/20,Race-Black,7512,41
8/31/20,Race-Black,7549,37
9/1/20,Race-Black,7649,100
9/2/20,Race-Black,7683,34
9/3/20,Race-Black,7778,95
9/4/20,Race-Black,7841,63
9/5/20,Race-Black,7866,25
9/6/20,Race-Black,7886,20
9/7/20,Race-Black,7908,22
9/8/20,Race-Black,7948,40
9/9/20,Race-Black,7998,50
9/10/20,Race-Black,8041,43
9/11/20,Race-Black,8109,68
9/12/20,Race-Black,8139,30
9/13/20,Race-Black,8153,14
9/14/20,Race-Black,8189,36
9/15/20,Race-Black,8229,40
9/16/20,Race-Black,8272,43
9/17/20,Race-Black,8331,59
9/18/20,Race-Black,8366,35
9/19/20,Race-Black,8419,53
9/20/20,Race-Black,8436,17
9/21/20,Race-Black,8469,33
9/22/20,Race-Black,8504,35
9/23/20,Race-Black,8555,51
9/24/20,Race-Black,8615,60
9/25/20,Race-Black,8650,35
9/26/20,Race-Black,8673,23
9/27/20,Race-Black,8689,16
9/28/20,Race-Black,8727,38
9/29/20,Race-Black,8767,40
9/30/20,Race-Black,8803,36
10/1/20,Race-Black,8847,44
10/2/20,Race-Black,8868,21
10/3/20,Race-Black,8898,30
10/4/20,Race-Black,8901,3
10/5/20,Race-Black,8930,29
10/6/20,Race-Black,8993,63
10/7/20,Race-Black,9018,25
10/8/20,Race-Black,9050,32
10/9/20,Race-Black,9088,38
10/10/20,Race-Black,9123,35
10/11/20,Race-Black,9137,14
10/12/20,Race-Black,9146,9
10/13/20,Race-Black,9172,26
10/14/20,Race-Black,9218,46
10/15/20,Race-Black,9244,26
10/16/20,Race-Black,9269,25
10/17/20,Race-Black,9295,26
10/18/20,Race-Black,9324,29
10/19/20,Race-Black,9353,29
10/20/20,Race-Black,9368,15
10/21/20,Race-Black,9478,110
10/22/20,Race-Black,9594,116
10/23/20,Race-Black,9655,61
10/24/20,Race-Black,9697,42
10/25/20,Race-Black,9697,0
10/26/20,Race-Black,9697,0
10/27/20,Race-Black,9820,123
10/28/20,Race-Black,9887,67
10/29/20,Race-Black,9936,49
10/30/20,Race-Black,9990,54
10/31/20,Race-Black,10028,38
11/1/20,Race-Black,10067,39
11/2/20,Race-Black,10090,23
11/3/20,Race-Black,10130,40
11/4/20,Race-Black,10236,106
11/5/20,Race-Black,10324,88
11/6/20,Race-Black,10402,78
11/7/20,Race-Black,10471,69
11/8/20,Race-Black,10506,35
11/9/20,Race-Black,10559,53
11/10/20,Race-Black,10653,94
11/11/20,Race-Black,10757,104
11/12/20,Race-Black,10836,79
11/13/20,Race-Black,10964,128
11/14/20,Race-Black,11066,102
11/15/20,Race-Black,11137,71
11/16/20,Race-Black,11246,109
11/17/20,Race-Black,11379,133
11/18/20,Race-Black,11525,146
11/19/20,Race-Black,11681,156
11/20/20,Race-Black,11846,165
11/21/20,Race-Black,11937,91
11/22/20,Race-Black,12109,172
11/23/20,Race-Black,12227,118
11/24/20,Race-Black,12319,92
11/25/20,Race-Black,12467,148
11/26/20,Race-Black,12608,141
11/27/20,Race-Black,12689,81
11/28/20,Race-Black,12842,153
11/29/20,Race-Black,13039,197
11/30/20,Race-Black,13196,157
12/1/20,Race-Black,13331,135
12/2/20,Race-Black,13573,242
12/3/20,Race-Black,13868,295
12/4/20,Race-Black,14181,313
12/5/20,Race-Black,14540,359
12/6/20,Race-Black,14769,229
12/7/20,Race-Black,15005,236
12/8/20,Race-Black,15255,250
12/9/20,Race-Black,15730,475
12/10/20,Race-Black,16183,453
12/11/20,Race-Black,16588,405
12/12/20,Race-Black,17017,429
12/13/20,Race-Black,17271,254
12/14/20,Race-Black,17698,427
12/15/20,Race-Black,18371,673
12/16/20,Race-Black,18843,472
12/17/20,Race-Black,19336,493
12/18/20,Race-Black,19750,414
12/19/20,Race-Black,20405,655
12/20/20,Race-Black,20953,548
12/21/20,Race-Black,21371,418
12/22/20,Race-Black,21808,437
12/23/20,Race-Black,22310,502
12/24/20,Race-Black,22310,0
12/25/20,Race-Black,23380,1070
12/26/20,Race-Black,23937,557
12/27/20,Race-Black,24373,436
12/28/20,Race-Black,24708,335
12/29/20,Race-Black,24972,264
12/30/20,Race-Black,25535,563
12/31/20,Race-Black,26111,576
1/1/21,Race-Black,26726,615
1/2/21,Race-Black,27492,766
1/3/21,Race-Black,27887,395
1/4/21,Race-Black,28255,368
1/5/21,Race-Black,28662,407
1/6/21,Race-Black,29315,653
1/7/21,Race-Black,30235,920
1/8/21,Race-Black,30874,639
1/9/21,Race-Black,31411,537
1/10/21,Race-Black,31910,499
1/11/21,Race-Black,32344,434
1/12/21,Race-Black,32741,397
1/13/21,Race-Black,33413,672
1/14/21,Race-Black,33964,551
1/15/21,Race-Black,34598,634
1/16/21,Race-Black,35407,809
1/17/21,Race-Black,35778,371
1/18/21,Race-Black,36120,342
1/19/21,Race-Black,36344,224
1/20/21,Race-Black,36803,459
1/21/21,Race-Black,37100,297
1/22/21,Race-Black,37550,450
1/23/21,Race-Black,37881,331
1/24/21,Race-Black,38200,319
1/25/21,Race-Black,38405,205
1/26/21,Race-Black,38667,262
1/27/21,Race-Black,38957,290
1/28/21,Race-Black,39233,276
1/29/21,Race-Black,39524,291
1/30/21,Race-Black,39826,302
1/31/21,Race-Black,40024,198
2/1/21,Race-Black,40174,150
2/2/21,Race-Black,40374,200
2/3/21,Race-Black,40836,462
2/4/21,Race-Black,41045,209
2/5/21,Race-Black,41275,230
2/6/21,Race-Black,41429,154
2/7/21,Race-Black,41594,165
2/8/21,Race-Black,41767,173
2/9/21,Race-Black,41949,182
2/10/21,Race-Black,42171,222
2/11/21,Race-Black,42824,653
2/12/21,Race-Black,42984,160
2/13/21,Race-Black,43113,129
2/14/21,Race-Black,43198,85
2/15/21,Race-Black,43293,95
2/16/21,Race-Black,43414,121
2/17/21,Race-Black,43549,135
2/18/21,Race-Black,43693,144
2/19/21,Race-Black,43819,126
2/20/21,Race-Black,43915,96
2/21/21,Race-Black,43982,67
2/22/21,Race-Black,43982,0
2/23/21,Race-Black,43982,0
2/24/21,Race-Black,43982,0
2/25/21,Race-Black,43982,0
2/26/21,Race-Black,44020,38
2/27/21,Race-Black,44110,90
2/28/21,Race-Black,44177,67
3/1/21,Race-Black,44271,94
3/2/21,Race-Black,44373,102
3/3/21,Race-Black,44501,128
3/4/21,Race-Black,44662,161
3/5/21,Race-Black,44799,137
3/6/21,Race-Black,44854,55
3/7/21,Race-Black,44921,67
3/8/21,Race-Black,44977,56
3/9/21,Race-Black,45049,72
3/10/21,Race-Black,45049,0
3/11/21,Race-Black,45254,205
3/12/21,Race-Black,45320,66
3/13/21,Race-Black,45395,75
3/14/21,Race-Black,45447,52
3/15/21,Race-Black,45505,58
3/16/21,Race-Black,45614,109
3/17/21,Race-Black,45706,92
3/18/21,Race-Black,46299,593
3/19/21,Race-Black,46364,65
3/20/21,Race-Black,46414,50
3/21/21,Race-Black,46482,68
3/22/21,Race-Black,46537,55
3/23/21,Race-Black,46612,75
3/24/21,Race-Black,46666,54
3/25/21,Race-Black,46755,89
3/26/21,Race-Black,46833,78
3/27/21,Race-Black,46905,72
3/28/21,Race-Black,46961,56
3/29/21,Race-Black,46997,36
3/30/21,Race-Black,46997,0
3/31/21,Race-Black,46997,0
4/1/21,Race-Black,47222,225
4/2/21,Race-Black,47310,88
4/3/21,Race-Black,47393,83
4/4/21,Race-Black,47469,76
4/5/21,Race-Black,47512,43
4/6/21,Race-Black,47579,67
4/7/21,Race-Black,47666,87
4/8/21,Race-Black,47741,75
4/9/21,Race-Black,47837,96
4/10/21,Race-Black,47903,66
4/11/21,Race-Black,47974,71
4/12/21,Race-Black,48019,45
4/13/21,Race-Black,48056,37
4/14/21,Race-Black,48142,86
4/15/21,Race-Black,48241,99
4/16/21,Race-Black,48370,129
4/17/21,Race-Black,48512,142
4/18/21,Race-Black,48581,69
4/19/21,Race-Black,48663,82
4/20/21,Race-Black,48714,51
4/21/21,Race-Black,48778,64
4/22/21,Race-Black,48865,87
4/23/21,Race-Black,48958,93
4/24/21,Race-Black,49020,62
4/25/21,Race-Black,49082,62
4/26/21,Race-Black,49122,40
4/27/21,Race-Black,49171,49
4/28/21,Race-Black,49225,54
4/29/21,Race-Black,49277,52
4/30/21,Race-Black,49360,83
5/1/21,Race-Black,49435,75
5/2/21,Race-Black,49487,52
5/3/21,Race-Black,49525,38
5/4/21,Race-Black,49585,60
5/5/21,Race-Black,49640,55
5/6/21,Race-Black,49703,63
5/7/21,Race-Black,49777,74
5/8/21,Race-Black,49852,75
5/9/21,Race-Black,49920,68
5/10/21,Race-Black,49941,21
5/11/21,Race-Black,50009,68
5/12/21,Race-Black,50076,67
5/13/21,Race-Black,50156,80
5/14/21,Race-Black,50252,96
5/15/21,Race-Black,50298,46
5/16/21,Race-Black,50314,16
5/17/21,Race-Black,50346,32
5/18/21,Race-Black,50371,25
5/19/21,Race-Black,50400,29
5/20/21,Race-Black,50430,30
5/21/21,Race-Black,50476,46
5/22/21,Race-Black,50493,17
5/23/21,Race-Black,50505,12
5/24/21,Race-Black,50546,41
5/25/21,Race-Black,50571,25
5/26/21,Race-Black,50963,392
5/27/21,Race-Black,50986,23
5/28/21,Race-Black,51001,15
5/29/21,Race-Black,51015,14
5/30/21,Race-Black,51032,17
5/31/21,Race-Black,51056,24
6/1/21,Race-Black,51083,27
6/2/21,Race-Black,51103,20
6/3/21,Race-Black,51132,29
6/4/21,Race-Black,51159,27
6/5/21,Race-Black,51180,21
6/6/21,Race-Black,51200,20
6/7/21,Race-Black,51238,38
6/8/21,Race-Black,51260,22
6/9/21,Race-Black,51279,19
6/10/21,Race-Black,51308,29
6/11/21,Race-Black,51358,50
6/12/21,Race-Black,51374,16
3/17/20,Race-Hawaiian,0,0
3/18/20,Race-Hawaiian,0,0
3/19/20,Race-Hawaiian,0,0
3/20/20,Race-Hawaiian,0,0
3/21/20,Race-Hawaiian,0,0
3/22/20,Race-Hawaiian,0,0
3/23/20,Race-Hawaiian,0,0
3/24/20,Race-Hawaiian,0,0
3/25/20,Race-Hawaiian,0,0
3/26/20,Race-Hawaiian,0,0
3/27/20,Race-Hawaiian,0,0
3/28/20,Race-Hawaiian,0,0
3/29/20,Race-Hawaiian,0,0
3/30/20,Race-Hawaiian,0,0
3/31/20,Race-Hawaiian,0,0
4/1/20,Race-Hawaiian,0,0
4/2/20,Race-Hawaiian,0,0
4/3/20,Race-Hawaiian,0,0
4/4/20,Race-Hawaiian,0,0
4/5/20,Race-Hawaiian,0,0
4/6/20,Race-Hawaiian,0,0
4/7/20,Race-Hawaiian,0,0
4/8/20,Race-Hawaiian,0,0
4/9/20,Race-Hawaiian,0,0
4/10/20,Race-Hawaiian,0,0
4/11/20,Race-Hawaiian,0,0
4/12/20,Race-Hawaiian,0,0
4/13/20,Race-Hawaiian,0,0
4/14/20,Race-Hawaiian,0,0
4/15/20,Race-Hawaiian,0,0
4/16/20,Race-Hawaiian,0,0
4/17/20,Race-Hawaiian,0,0
4/18/20,Race-Hawaiian,0,0
4/19/20,Race-Hawaiian,0,0
4/20/20,Race-Hawaiian,0,0
4/21/20,Race-Hawaiian,0,0
4/22/20,Race-Hawaiian,172,172
4/23/20,Race-Hawaiian,182,10
4/24/20,Race-Hawaiian,182,0
4/25/20,Race-Hawaiian,186,4
4/26/20,Race-Hawaiian,187,1
4/27/20,Race-Hawaiian,195,8
4/28/20,Race-Hawaiian,206,11
4/29/20,Race-Hawaiian,209,3
4/30/20,Race-Hawaiian,214,5
5/1/20,Race-Hawaiian,219,5
5/2/20,Race-Hawaiian,219,0
5/3/20,Race-Hawaiian,219,0
5/4/20,Race-Hawaiian,219,0
5/5/20,Race-Hawaiian,221,2
5/6/20,Race-Hawaiian,224,3
5/7/20,Race-Hawaiian,229,5
5/8/20,Race-Hawaiian,234,5
5/9/20,Race-Hawaiian,235,1
5/10/20,Race-Hawaiian,242,7
5/11/20,Race-Hawaiian,248,6
5/12/20,Race-Hawaiian,279,31
5/13/20,Race-Hawaiian,283,4
5/14/20,Race-Hawaiian,285,2
5/15/20,Race-Hawaiian,289,4
5/16/20,Race-Hawaiian,298,9
5/17/20,Race-Hawaiian,300,2
5/18/20,Race-Hawaiian,300,0
5/19/20,Race-Hawaiian,304,4
5/20/20,Race-Hawaiian,305,1
5/21/20,Race-Hawaiian,305,0
5/22/20,Race-Hawaiian,305,0
5/23/20,Race-Hawaiian,305,0
5/24/20,Race-Hawaiian,305,0
5/25/20,Race-Hawaiian,311,6
5/26/20,Race-Hawaiian,313,2
5/27/20,Race-Hawaiian,313,0
5/28/20,Race-Hawaiian,321,8
5/29/20,Race-Hawaiian,325,4
5/30/20,Race-Hawaiian,329,4
5/31/20,Race-Hawaiian,333,4
6/1/20,Race-Hawaiian,333,0
6/2/20,Race-Hawaiian,333,0
6/3/20,Race-Hawaiian,333,0
6/4/20,Race-Hawaiian,333,0
6/5/20,Race-Hawaiian,333,0
6/6/20,Race-Hawaiian,335,2
6/7/20,Race-Hawaiian,338,3
6/8/20,Race-Hawaiian,340,2
6/9/20,Race-Hawaiian,340,0
6/10/20,Race-Hawaiian,340,0
6/11/20,Race-Hawaiian,340,0
6/12/20,Race-Hawaiian,340,0
6/13/20,Race-Hawaiian,340,0
6/14/20,Race-Hawaiian,340,0
6/15/20,Race-Hawaiian,340,0
6/16/20,Race-Hawaiian,343,3
6/17/20,Race-Hawaiian,343,0
6/18/20,Race-Hawaiian,346,3
6/19/20,Race-Hawaiian,347,1
6/20/20,Race-Hawaiian,350,3
6/21/20,Race-Hawaiian,360,10
6/22/20,Race-Hawaiian,369,9
6/23/20,Race-Hawaiian,375,6
6/24/20,Race-Hawaiian,384,9
6/25/20,Race-Hawaiian,387,3
6/26/20,Race-Hawaiian,390,3
6/27/20,Race-Hawaiian,393,3
6/28/20,Race-Hawaiian,396,3
6/29/20,Race-Hawaiian,398,2
6/30/20,Race-Hawaiian,410,12
7/1/20,Race-Hawaiian,414,4
7/2/20,Race-Hawaiian,414,0
7/3/20,Race-Hawaiian,414,0
7/4/20,Race-Hawaiian,436,22
7/5/20,Race-Hawaiian,447,11
7/6/20,Race-Hawaiian,477,30
7/7/20,Race-Hawaiian,491,14
7/8/20,Race-Hawaiian,500,9
7/9/20,Race-Hawaiian,508,8
7/10/20,Race-Hawaiian,513,5
7/11/20,Race-Hawaiian,534,21
7/12/20,Race-Hawaiian,541,7
7/13/20,Race-Hawaiian,553,12
7/14/20,Race-Hawaiian,558,5
7/15/20,Race-Hawaiian,572,14
7/16/20,Race-Hawaiian,583,11
7/17/20,Race-Hawaiian,595,12
7/18/20,Race-Hawaiian,602,7
7/19/20,Race-Hawaiian,611,9
7/20/20,Race-Hawaiian,622,11
7/21/20,Race-Hawaiian,633,11
7/22/20,Race-Hawaiian,653,20
7/23/20,Race-Hawaiian,661,8
7/24/20,Race-Hawaiian,675,14
7/25/20,Race-Hawaiian,685,10
7/26/20,Race-Hawaiian,687,2
7/27/20,Race-Hawaiian,693,6
7/28/20,Race-Hawaiian,710,17
7/29/20,Race-Hawaiian,713,3
7/30/20,Race-Hawaiian,720,7
7/31/20,Race-Hawaiian,722,2
8/1/20,Race-Hawaiian,727,5
8/2/20,Race-Hawaiian,730,3
8/3/20,Race-Hawaiian,733,3
8/4/20,Race-Hawaiian,733,0
