Date,variable,value
2020-09-28,Race-AmericanIndianAlaskaNative,244
2020-09-29,Race-AmericanIndianAlaskaNative,245
2020-09-30,Race-AmericanIndianAlaskaNative,248
2020-10-01,Race-AmericanIndianAlaskaNative,250
2020-10-02,Race-AmericanIndianAlaskaNative,250
2020-10-03,Race-AmericanIndianAlaskaNative,250
2020-10-04,Race-AmericanIndianAlaskaNative,250
2020-10-05,Race-AmericanIndianAlaskaNative,250
2020-10-06,Race-AmericanIndianAlaskaNative,251
2020-10-07,Race-AmericanIndianAlaskaNative,251
2020-10-08,Race-AmericanIndianAlaskaNative,252
2020-10-09,Race-AmericanIndianAlaskaNative,252
2020-10-10,Race-AmericanIndianAlaskaNative,252
2020-10-11,Race-AmericanIndianAlaskaNative,252
2020-10-12,Race-AmericanIndianAlaskaNative,252
2020-10-13,Race-AmericanIndianAlaskaNative,256
2020-10-14,Race-AmericanIndianAlaskaNative,258
2020-10-15,Race-AmericanIndianAlaskaNative,258
2020-10-16,Race-AmericanIndianAlaskaNative,260
2020-10-17,Race-AmericanIndianAlaskaNative,260
2020-10-18,Race-AmericanIndianAlaskaNative,261
2020-10-19,Race-AmericanIndianAlaskaNative,264
2020-10-20,Race-AmericanIndianAlaskaNative,264
2020-10-21,Race-AmericanIndianAlaskaNative,268
2020-10-22,Race-AmericanIndianAlaskaNative,272
2020-10-23,Race-AmericanIndianAlaskaNative,272
2020-10-24,Race-AmericanIndianAlaskaNative,273
2020-10-25,Race-AmericanIndianAlaskaNative,272
2020-10-26,Race-AmericanIndianAlaskaNative,273
2020-10-27,Race-AmericanIndianAlaskaNative,273
2020-10-28,Race-AmericanIndianAlaskaNative,276
2020-10-29,Race-AmericanIndianAlaskaNative,278
2020-10-30,Race-AmericanIndianAlaskaNative,278
2020-10-31,Race-AmericanIndianAlaskaNative,279
2020-11-01,Race-AmericanIndianAlaskaNative,279
2020-11-02,Race-AmericanIndianAlaskaNative,279
2020-11-03,Race-AmericanIndianAlaskaNative,280
2020-11-04,Race-AmericanIndianAlaskaNative,287
2020-11-05,Race-AmericanIndianAlaskaNative,289
2020-11-06,Race-AmericanIndianAlaskaNative,289
2020-11-07,Race-AmericanIndianAlaskaNative,290
2020-11-08,Race-AmericanIndianAlaskaNative,291
2020-11-09,Race-AmericanIndianAlaskaNative,292
2020-11-10,Race-AmericanIndianAlaskaNative,296
2020-11-11,Race-AmericanIndianAlaskaNative,301
2020-11-12,Race-AmericanIndianAlaskaNative,304
2020-11-13,Race-AmericanIndianAlaskaNative,310
2020-11-14,Race-AmericanIndianAlaskaNative,311
2020-11-15,Race-AmericanIndianAlaskaNative,314
2020-11-16,Race-AmericanIndianAlaskaNative,316
2020-11-17,Race-AmericanIndianAlaskaNative,319
2020-11-18,Race-AmericanIndianAlaskaNative,323
2020-11-19,Race-AmericanIndianAlaskaNative,326
2020-11-20,Race-AmericanIndianAlaskaNative,330
2020-11-21,Race-AmericanIndianAlaskaNative,333
2020-11-22,Race-AmericanIndianAlaskaNative,340
2020-11-23,Race-AmericanIndianAlaskaNative,342
2020-11-24,Race-AmericanIndianAlaskaNative,357
2020-11-25,Race-AmericanIndianAlaskaNative,392
2020-11-26,Race-AmericanIndianAlaskaNative,403
2020-11-27,Race-AmericanIndianAlaskaNative,405
2020-11-28,Race-AmericanIndianAlaskaNative,412
2020-11-29,Race-AmericanIndianAlaskaNative,416
2020-11-30,Race-AmericanIndianAlaskaNative,439
2020-12-01,Race-AmericanIndianAlaskaNative,456
2020-12-02,Race-AmericanIndianAlaskaNative,469
2020-12-03,Race-AmericanIndianAlaskaNative,482
2020-12-04,Race-AmericanIndianAlaskaNative,510
2020-12-05,Race-AmericanIndianAlaskaNative,528
2020-12-06,Race-AmericanIndianAlaskaNative,548
2020-12-07,Race-AmericanIndianAlaskaNative,572
2020-12-08,Race-AmericanIndianAlaskaNative,596
2020-12-09,Race-AmericanIndianAlaskaNative,632
2020-12-10,Race-AmericanIndianAlaskaNative,661
2020-12-11,Race-AmericanIndianAlaskaNative,684
2020-12-12,Race-AmericanIndianAlaskaNative,714
2020-12-13,Race-AmericanIndianAlaskaNative,740
2020-12-14,Race-AmericanIndianAlaskaNative,771
2020-12-15,Race-AmericanIndianAlaskaNative,810
2020-12-16,Race-AmericanIndianAlaskaNative,836
2020-12-17,Race-AmericanIndianAlaskaNative,861
2020-12-18,Race-AmericanIndianAlaskaNative,893
2020-12-19,Race-AmericanIndianAlaskaNative,919
2020-12-20,Race-AmericanIndianAlaskaNative,944
2020-12-21,Race-AmericanIndianAlaskaNative,978
2020-12-22,Race-AmericanIndianAlaskaNative,1012
2020-12-23,Race-AmericanIndianAlaskaNative,1044
2020-12-24,Race-AmericanIndianAlaskaNative,1044
2020-12-25,Race-AmericanIndianAlaskaNative,1086
2020-12-26,Race-AmericanIndianAlaskaNative,1102
2020-12-27,Race-AmericanIndianAlaskaNative,1161
2020-12-28,Race-AmericanIndianAlaskaNative,1193
2020-12-29,Race-AmericanIndianAlaskaNative,1211
2020-12-30,Race-AmericanIndianAlaskaNative,1235
2020-12-31,Race-AmericanIndianAlaskaNative,1262
2021-01-01,Race-AmericanIndianAlaskaNative,1287
2021-01-02,Race-AmericanIndianAlaskaNative,1296
2021-01-03,Race-AmericanIndianAlaskaNative,1300
2021-01-04,Race-AmericanIndianAlaskaNative,1349
2021-01-05,Race-AmericanIndianAlaskaNative,1396
2021-01-06,Race-AmericanIndianAlaskaNative,1439
2021-01-07,Race-AmericanIndianAlaskaNative,1481
2021-01-08,Race-AmericanIndianAlaskaNative,1509
2021-01-09,Race-AmericanIndianAlaskaNative,1531
2021-01-10,Race-AmericanIndianAlaskaNative,1551
2021-01-11,Race-AmericanIndianAlaskaNative,1556
2021-01-12,Race-AmericanIndianAlaskaNative,1572
2021-01-13,Race-AmericanIndianAlaskaNative,1606
2021-01-14,Race-AmericanIndianAlaskaNative,1630
2021-01-15,Race-AmericanIndianAlaskaNative,1648
2021-01-16,Race-AmericanIndianAlaskaNative,1669
2021-01-17,Race-AmericanIndianAlaskaNative,1688
2021-01-18,Race-AmericanIndianAlaskaNative,1697
2021-01-19,Race-AmericanIndianAlaskaNative,1716
2021-01-20,Race-AmericanIndianAlaskaNative,1728
2021-01-21,Race-AmericanIndianAlaskaNative,1743
2021-01-22,Race-AmericanIndianAlaskaNative,1747
2021-01-23,Race-AmericanIndianAlaskaNative,1761
2021-01-24,Race-AmericanIndianAlaskaNative,1770
2021-01-25,Race-AmericanIndianAlaskaNative,1786
2021-01-26,Race-AmericanIndianAlaskaNative,1802
2021-01-27,Race-AmericanIndianAlaskaNative,1818
2021-01-28,Race-AmericanIndianAlaskaNative,1832
2021-01-29,Race-AmericanIndianAlaskaNative,1846
2021-01-30,Race-AmericanIndianAlaskaNative,1846
2021-01-31,Race-AmericanIndianAlaskaNative,1853
2021-02-01,Race-AmericanIndianAlaskaNative,1859
2021-02-02,Race-AmericanIndianAlaskaNative,1867
2021-02-03,Race-AmericanIndianAlaskaNative,1878
2021-02-04,Race-AmericanIndianAlaskaNative,1882
2021-02-05,Race-AmericanIndianAlaskaNative,1891
2021-02-06,Race-AmericanIndianAlaskaNative,1894
2021-02-07,Race-AmericanIndianAlaskaNative,1897
2021-02-08,Race-AmericanIndianAlaskaNative,1904
2021-02-09,Race-AmericanIndianAlaskaNative,1902
2021-02-10,Race-AmericanIndianAlaskaNative,1908
2021-02-11,Race-AmericanIndianAlaskaNative,1915
2021-02-12,Race-AmericanIndianAlaskaNative,1919
2021-02-13,Race-AmericanIndianAlaskaNative,1919
2021-02-14,Race-AmericanIndianAlaskaNative,1919
2021-02-15,Race-AmericanIndianAlaskaNative,1919
2021-02-16,Race-AmericanIndianAlaskaNative,1919
2021-02-17,Race-AmericanIndianAlaskaNative,1919
2021-02-18,Race-AmericanIndianAlaskaNative,1919
2021-02-19,Race-AmericanIndianAlaskaNative,1919
2021-02-20,Race-AmericanIndianAlaskaNative,1919
2021-02-21,Race-AmericanIndianAlaskaNative,1919
2021-02-22,Race-AmericanIndianAlaskaNative,1919
2021-02-23,Race-AmericanIndianAlaskaNative,1919
2021-02-24,Race-AmericanIndianAlaskaNative,1919
2021-02-25,Race-AmericanIndianAlaskaNative,1919
2021-02-26,Race-AmericanIndianAlaskaNative,1919
2021-02-27,Race-AmericanIndianAlaskaNative,1919
2021-02-28,Race-AmericanIndianAlaskaNative,1919
2021-03-01,Race-AmericanIndianAlaskaNative,1919
2021-03-02,Race-AmericanIndianAlaskaNative,1920
2021-03-03,Race-AmericanIndianAlaskaNative,1927
2021-03-04,Race-AmericanIndianAlaskaNative,1931
2021-03-05,Race-AmericanIndianAlaskaNative,1931
2021-03-06,Race-AmericanIndianAlaskaNative,1931
2021-03-07,Race-AmericanIndianAlaskaNative,1931
2021-03-08,Race-AmericanIndianAlaskaNative,1931
2021-03-09,Race-AmericanIndianAlaskaNative,1931
2021-03-10,Race-AmericanIndianAlaskaNative,1931
2021-03-11,Race-AmericanIndianAlaskaNative,1931
2021-03-12,Race-AmericanIndianAlaskaNative,1931
2021-03-13,Race-AmericanIndianAlaskaNative,1931
2021-03-14,Race-AmericanIndianAlaskaNative,1931
2021-03-15,Race-AmericanIndianAlaskaNative,1931
2021-03-16,Race-AmericanIndianAlaskaNative,1931
2021-03-17,Race-AmericanIndianAlaskaNative,1933
2021-03-18,Race-AmericanIndianAlaskaNative,1937
2021-03-19,Race-AmericanIndianAlaskaNative,1939
2021-03-20,Race-AmericanIndianAlaskaNative,1938
2021-03-21,Race-AmericanIndianAlaskaNative,1939
2021-03-22,Race-AmericanIndianAlaskaNative,1938
2021-03-23,Race-AmericanIndianAlaskaNative,1938
2021-03-24,Race-AmericanIndianAlaskaNative,1941
2021-03-25,Race-AmericanIndianAlaskaNative,1946
2021-03-26,Race-AmericanIndianAlaskaNative,1952
2021-03-27,Race-AmericanIndianAlaskaNative,1956
2021-03-28,Race-AmericanIndianAlaskaNative,1959
2021-03-29,Race-AmericanIndianAlaskaNative,1957
2021-03-30,Race-AmericanIndianAlaskaNative,1958
2021-03-31,Race-AmericanIndianAlaskaNative,1957
2021-04-01,Race-AmericanIndianAlaskaNative,1961
2021-04-02,Race-AmericanIndianAlaskaNative,1960
2021-04-03,Race-AmericanIndianAlaskaNative,1960
2021-04-04,Race-AmericanIndianAlaskaNative,1961
2021-04-05,Race-AmericanIndianAlaskaNative,1963
2021-04-06,Race-AmericanIndianAlaskaNative,1964
2021-04-07,Race-AmericanIndianAlaskaNative,1962
2021-04-08,Race-AmericanIndianAlaskaNative,1966
2021-04-09,Race-AmericanIndianAlaskaNative,1967
2021-04-10,Race-AmericanIndianAlaskaNative,1968
2021-04-11,Race-AmericanIndianAlaskaNative,1970
2021-04-12,Race-AmericanIndianAlaskaNative,1974
2021-04-13,Race-AmericanIndianAlaskaNative,1975
2021-04-14,Race-AmericanIndianAlaskaNative,1977
2021-04-15,Race-AmericanIndianAlaskaNative,1977
2021-04-16,Race-AmericanIndianAlaskaNative,1977
2021-04-17,Race-AmericanIndianAlaskaNative,1977
2021-04-18,Race-AmericanIndianAlaskaNative,1977
2021-04-19,Race-AmericanIndianAlaskaNative,1977
2021-04-20,Race-AmericanIndianAlaskaNative,1977
2021-04-21,Race-AmericanIndianAlaskaNative,1977
2021-04-22,Race-AmericanIndianAlaskaNative,1980
2021-04-23,Race-AmericanIndianAlaskaNative,1980
2021-04-24,Race-AmericanIndianAlaskaNative,1982
2021-04-25,Race-AmericanIndianAlaskaNative,1983
2021-04-26,Race-AmericanIndianAlaskaNative,1983
2021-04-27,Race-AmericanIndianAlaskaNative,1984
2021-04-28,Race-AmericanIndianAlaskaNative,1984
2021-04-29,Race-AmericanIndianAlaskaNative,1984
2021-04-30,Race-AmericanIndianAlaskaNative,1984
2021-05-01,Race-AmericanIndianAlaskaNative,1984
2021-05-02,Race-AmericanIndianAlaskaNative,1984
2021-05-03,Race-AmericanIndianAlaskaNative,1987
2021-05-04,Race-AmericanIndianAlaskaNative,1988
2021-05-05,Race-AmericanIndianAlaskaNative,1988
2021-05-06,Race-AmericanIndianAlaskaNative,1988
2021-05-07,Race-AmericanIndianAlaskaNative,1988
2021-05-08,Race-AmericanIndianAlaskaNative,1989
2021-05-09,Race-AmericanIndianAlaskaNative,1989
2021-05-10,Race-AmericanIndianAlaskaNative,1989
2021-05-11,Race-AmericanIndianAlaskaNative,1991
2021-05-12,Race-AmericanIndianAlaskaNative,1993
2021-05-13,Race-AmericanIndianAlaskaNative,1993
2021-05-14,Race-AmericanIndianAlaskaNative,1994
2021-05-15,Race-AmericanIndianAlaskaNative,1994
2021-05-16,Race-AmericanIndianAlaskaNative,1994
2021-05-17,Race-AmericanIndianAlaskaNative,1994
2021-05-18,Race-AmericanIndianAlaskaNative,1996
2021-05-19,Race-AmericanIndianAlaskaNative,1996
2021-05-20,Race-AmericanIndianAlaskaNative,1996
2021-05-21,Race-AmericanIndianAlaskaNative,1997
2021-05-22,Race-AmericanIndianAlaskaNative,1997
2021-05-23,Race-AmericanIndianAlaskaNative,1997
2021-05-24,Race-AmericanIndianAlaskaNative,1997
2021-05-25,Race-AmericanIndianAlaskaNative,1997
2021-05-26,Race-AmericanIndianAlaskaNative,2002
2021-05-27,Race-AmericanIndianAlaskaNative,2002
2021-05-28,Race-AmericanIndianAlaskaNative,2004
2021-05-29,Race-AmericanIndianAlaskaNative,2004
2021-05-30,Race-AmericanIndianAlaskaNative,2004
2021-05-31,Race-AmericanIndianAlaskaNative,2006
2021-06-01,Race-AmericanIndianAlaskaNative,2006
2021-06-02,Race-AmericanIndianAlaskaNative,2006
2021-06-03,Race-AmericanIndianAlaskaNative,2006
2021-06-04,Race-AmericanIndianAlaskaNative,2006
2021-06-05,Race-AmericanIndianAlaskaNative,2006
2021-06-06,Race-AmericanIndianAlaskaNative,2006
2021-06-07,Race-AmericanIndianAlaskaNative,2007
2021-06-08,Race-AmericanIndianAlaskaNative,2007
2021-06-09,Race-AmericanIndianAlaskaNative,2007
2021-06-10,Race-AmericanIndianAlaskaNative,2007
2021-06-11,Race-AmericanIndianAlaskaNative,2007
2021-06-12,Race-AmericanIndianAlaskaNative,2007
2020-03-17,Race-Asian,0
2020-03-18,Race-Asian,0
2020-03-19,Race-Asian,0
2020-03-20,Race-Asian,0
2020-03-21,Race-Asian,0
2020-03-22,Race-Asian,0
2020-03-23,Race-Asian,0
2020-03-24,Race-Asian,0
2020-03-25,Race-Asian,0
2020-03-26,Race-Asian,0
2020-03-27,Race-Asian,0
2020-03-28,Race-Asian,0
2020-03-29,Race-Asian,0
2020-03-30,Race-Asian,0
2020-03-31,Race-Asian,0
2020-04-01,Race-Asian,0
2020-04-02,Race-Asian,0
2020-04-03,Race-Asian,0
2020-04-04,Race-Asian,0
2020-04-05,Race-Asian,0
2020-04-06,Race-Asian,0
2020-04-07,Race-Asian,0
2020-04-08,Race-Asian,508
2020-04-09,Race-Asian,526
2020-04-10,Race-Asian,589
2020-04-11,Race-Asian,666
2020-04-12,Race-Asian,716
2020-04-13,Race-Asian,779
2020-04-14,Race-Asian,811
2020-04-15,Race-Asian,862
2020-04-16,Race-Asian,922
2020-04-17,Race-Asian,992
2020-04-18,Race-Asian,1020
2020-04-19,Race-Asian,1074
2020-04-20,Race-Asian,1136
2020-04-21,Race-Asian,1194
2020-04-22,Race-Asian,1228
2020-04-23,Race-Asian,1266
2020-04-24,Race-Asian,1244
2020-04-25,Race-Asian,1330
2020-04-26,Race-Asian,1352
2020-04-27,Race-Asian,1417
2020-04-28,Race-Asian,1487
2020-04-29,Race-Asian,1515
2020-04-30,Race-Asian,1645
2020-05-01,Race-Asian,1704
2020-05-02,Race-Asian,1724
2020-05-03,Race-Asian,1815
2020-05-04,Race-Asian,1868
2020-05-05,Race-Asian,1916
2020-05-06,Race-Asian,1952
2020-05-07,Race-Asian,2003
2020-05-08,Race-Asian,2077
2020-05-09,Race-Asian,2109
2020-05-10,Race-Asian,2149
2020-05-11,Race-Asian,2245
2020-05-12,Race-Asian,2316
2020-05-13,Race-Asian,2417
2020-05-14,Race-Asian,2578
2020-05-15,Race-Asian,2704
2020-05-16,Race-Asian,2712
2020-05-17,Race-Asian,2770
2020-05-18,Race-Asian,2802
2020-05-19,Race-Asian,2866
2020-05-20,Race-Asian,2895
2020-05-21,Race-Asian,2926
2020-05-22,Race-Asian,2954
2020-05-23,Race-Asian,3008
2020-05-24,Race-Asian,3059
2020-05-25,Race-Asian,3112
2020-05-26,Race-Asian,3143
2020-05-27,Race-Asian,3153
2020-05-28,Race-Asian,3306
2020-05-29,Race-Asian,3352
2020-05-30,Race-Asian,3370
2020-05-31,Race-Asian,3417
2020-06-01,Race-Asian,3445
2020-06-02,Race-Asian,3480
2020-06-03,Race-Asian,3553
2020-06-04,Race-Asian,3591
2020-06-05,Race-Asian,3645
2020-06-06,Race-Asian,3664
2020-06-07,Race-Asian,3676
2020-06-08,Race-Asian,3692
2020-06-09,Race-Asian,3742
2020-06-10,Race-Asian,3755
2020-06-11,Race-Asian,3799
2020-06-12,Race-Asian,3818
2020-06-13,Race-Asian,3834
2020-06-14,Race-Asian,3852
2020-06-15,Race-Asian,3880
2020-06-16,Race-Asian,3906
2020-06-17,Race-Asian,3927
2020-06-18,Race-Asian,3898
2020-06-19,Race-Asian,3930
2020-06-20,Race-Asian,3924
2020-06-21,Race-Asian,3956
2020-06-22,Race-Asian,3984
2020-06-23,Race-Asian,4026
2020-06-24,Race-Asian,4073
2020-06-25,Race-Asian,4107
2020-06-26,Race-Asian,4146
2020-06-27,Race-Asian,4190
2020-06-28,Race-Asian,4203
2020-06-29,Race-Asian,4208
2020-06-30,Race-Asian,4275
2020-07-01,Race-Asian,4312
2020-07-02,Race-Asian,4312
2020-07-03,Race-Asian,4312
2020-07-04,Race-Asian,4416
2020-07-05,Race-Asian,4450
2020-07-06,Race-Asian,4536
2020-07-07,Race-Asian,4610
2020-07-08,Race-Asian,4590
2020-07-09,Race-Asian,4643
2020-07-10,Race-Asian,4719
2020-07-11,Race-Asian,4793
2020-07-12,Race-Asian,4845
2020-07-13,Race-Asian,4939
2020-07-14,Race-Asian,5025
2020-07-15,Race-Asian,5119
2020-07-16,Race-Asian,5126
2020-07-17,Race-Asian,5228
2020-07-18,Race-Asian,5312
2020-07-19,Race-Asian,5403
2020-07-20,Race-Asian,5473
2020-07-21,Race-Asian,5553
2020-07-22,Race-Asian,5640
2020-07-23,Race-Asian,5711
2020-07-24,Race-Asian,5830
2020-07-25,Race-Asian,5882
2020-07-26,Race-Asian,5936
2020-07-27,Race-Asian,5978
2020-07-28,Race-Asian,6138
2020-07-29,Race-Asian,6196
2020-07-30,Race-Asian,6283
2020-07-31,Race-Asian,6341
2020-08-01,Race-Asian,6390
2020-08-02,Race-Asian,6425
2020-08-03,Race-Asian,6479
2020-08-04,Race-Asian,6579
2020-08-05,Race-Asian,6650
2020-08-06,Race-Asian,6724
2020-08-07,Race-Asian,6836
2020-08-08,Race-Asian,6886
2020-08-09,Race-Asian,6917
2020-08-10,Race-Asian,6980
2020-08-11,Race-Asian,7092
2020-08-12,Race-Asian,7159
2020-08-13,Race-Asian,7216
2020-08-14,Race-Asian,7282
2020-08-15,Race-Asian,7326
2020-08-16,Race-Asian,7369
2020-08-17,Race-Asian,7397
2020-08-18,Race-Asian,7467
2020-08-19,Race-Asian,7500
2020-08-20,Race-Asian,7539
2020-08-21,Race-Asian,7597
2020-08-22,Race-Asian,7628
2020-08-23,Race-Asian,7648
2020-08-24,Race-Asian,7680
2020-08-25,Race-Asian,7743
2020-08-26,Race-Asian,7769
2020-08-27,Race-Asian,7818
2020-08-28,Race-Asian,7851
2020-08-29,Race-Asian,7874
2020-08-30,Race-Asian,7921
2020-08-31,Race-Asian,7932
2020-09-01,Race-Asian,8008
2020-09-02,Race-Asian,8031
2020-09-03,Race-Asian,8083
2020-09-04,Race-Asian,8113
2020-09-05,Race-Asian,8131
2020-09-06,Race-Asian,8139
2020-09-07,Race-Asian,8150
2020-09-08,Race-Asian,8178
2020-09-09,Race-Asian,8223
2020-09-10,Race-Asian,8268
2020-09-11,Race-Asian,8308
2020-09-12,Race-Asian,8330
2020-09-13,Race-Asian,8357
2020-09-14,Race-Asian,8375
2020-09-15,Race-Asian,8422
2020-09-16,Race-Asian,8470
2020-09-17,Race-Asian,8510
2020-09-18,Race-Asian,8552
2020-09-19,Race-Asian,8586
2020-09-20,Race-Asian,8603
2020-09-21,Race-Asian,8630
2020-09-22,Race-Asian,8666
2020-09-23,Race-Asian,8725
2020-09-24,Race-Asian,8777
2020-09-25,Race-Asian,8807
2020-09-26,Race-Asian,8835
2020-09-27,Race-Asian,8850
2020-09-28,Race-Asian,8878
2020-09-29,Race-Asian,8915
2020-09-30,Race-Asian,8949
2020-10-01,Race-Asian,8978
2020-10-02,Race-Asian,9011
2020-10-03,Race-Asian,9052
2020-10-04,Race-Asian,9060
2020-10-05,Race-Asian,9076
2020-10-06,Race-Asian,9130
2020-10-07,Race-Asian,9165
2020-10-08,Race-Asian,9204
2020-10-09,Race-Asian,9242
2020-10-10,Race-Asian,9271
2020-10-11,Race-Asian,9302
2020-10-12,Race-Asian,9312
2020-10-13,Race-Asian,9352
2020-10-14,Race-Asian,9387
2020-10-15,Race-Asian,9418
2020-10-16,Race-Asian,9449
2020-10-17,Race-Asian,9479
2020-10-18,Race-Asian,9503
2020-10-19,Race-Asian,9528
2020-10-20,Race-Asian,9557
2020-10-21,Race-Asian,9663
2020-10-22,Race-Asian,9752
2020-10-23,Race-Asian,9793
2020-10-24,Race-Asian,9825
2020-10-25,Race-Asian,9792
2020-10-26,Race-Asian,9825
2020-10-27,Race-Asian,9940
2020-10-28,Race-Asian,10017
2020-10-29,Race-Asian,10070
2020-10-30,Race-Asian,10115
2020-10-31,Race-Asian,10160
2020-11-01,Race-Asian,10199
2020-11-02,Race-Asian,10232
2020-11-03,Race-Asian,10294
2020-11-04,Race-Asian,10417
2020-11-05,Race-Asian,10481
2020-11-06,Race-Asian,10546
2020-11-07,Race-Asian,10621
2020-11-08,Race-Asian,10659
2020-11-09,Race-Asian,10731
2020-11-10,Race-Asian,10801
2020-11-11,Race-Asian,10912
2020-11-12,Race-Asian,11014
2020-11-13,Race-Asian,11145
2020-11-14,Race-Asian,11260
2020-11-15,Race-Asian,11344
2020-11-16,Race-Asian,11454
2020-11-17,Race-Asian,11611
2020-11-18,Race-Asian,11830
2020-11-19,Race-Asian,12021
2020-11-20,Race-Asian,12181
2020-11-21,Race-Asian,12285
2020-11-22,Race-Asian,12549
2020-11-23,Race-Asian,12686
2020-11-24,Race-Asian,12789
2020-11-25,Race-Asian,13020
2020-11-26,Race-Asian,13192
2020-11-27,Race-Asian,13328
2020-11-28,Race-Asian,13543
2020-11-29,Race-Asian,13786
2020-11-30,Race-Asian,14147
2020-12-01,Race-Asian,14363
2020-12-02,Race-Asian,14734
2020-12-03,Race-Asian,15049
2020-12-04,Race-Asian,15341
2020-12-05,Race-Asian,15776
2020-12-06,Race-Asian,16064
2020-12-07,Race-Asian,16342
2020-12-08,Race-Asian,16594
2020-12-09,Race-Asian,17143
2020-12-10,Race-Asian,17648
2020-12-11,Race-Asian,18122
2020-12-12,Race-Asian,18566
2020-12-13,Race-Asian,18887
2020-12-14,Race-Asian,19328
2020-12-15,Race-Asian,20260
2020-12-16,Race-Asian,20912
2020-12-17,Race-Asian,21617
2020-12-18,Race-Asian,22149
2020-12-19,Race-Asian,22716
2020-12-20,Race-Asian,23269
2020-12-21,Race-Asian,23812
2020-12-22,Race-Asian,24443
2020-12-23,Race-Asian,24957
2020-12-24,Race-Asian,24957
2020-12-25,Race-Asian,26175
2020-12-26,Race-Asian,26800
2020-12-27,Race-Asian,27497
2020-12-28,Race-Asian,28048
2020-12-29,Race-Asian,28495
2020-12-30,Race-Asian,29228
2020-12-31,Race-Asian,30078
2021-01-01,Race-Asian,30737
2021-01-02,Race-Asian,31491
2021-01-03,Race-Asian,31904
2021-01-04,Race-Asian,32389
2021-01-05,Race-Asian,33010
2021-01-06,Race-Asian,33982
2021-01-07,Race-Asian,35119
2021-01-08,Race-Asian,35979
2021-01-09,Race-Asian,36653
2021-01-10,Race-Asian,37353
2021-01-11,Race-Asian,38112
2021-01-12,Race-Asian,38776
2021-01-13,Race-Asian,39860
2021-01-14,Race-Asian,40706
2021-01-15,Race-Asian,41417
2021-01-16,Race-Asian,42653
2021-01-17,Race-Asian,43170
2021-01-18,Race-Asian,43591
2021-01-19,Race-Asian,43930
2021-01-20,Race-Asian,44514
2021-01-21,Race-Asian,44949
2021-01-22,Race-Asian,45509
2021-01-23,Race-Asian,45958
2021-01-24,Race-Asian,46331
2021-01-25,Race-Asian,46671
2021-01-26,Race-Asian,47112
2021-01-27,Race-Asian,47622
2021-01-28,Race-Asian,48034
2021-01-29,Race-Asian,48460
2021-01-30,Race-Asian,48825
2021-01-31,Race-Asian,49087
2021-02-01,Race-Asian,49318
2021-02-02,Race-Asian,49602
2021-02-03,Race-Asian,50661
2021-02-04,Race-Asian,50974
2021-02-05,Race-Asian,51253
2021-02-06,Race-Asian,51475
2021-02-07,Race-Asian,51659
2021-02-08,Race-Asian,51899
2021-02-09,Race-Asian,52163
2021-02-10,Race-Asian,52462
2021-02-11,Race-Asian,52148
2021-02-12,Race-Asian,52328
2021-02-13,Race-Asian,52475
2021-02-14,Race-Asian,52646
2021-02-15,Race-Asian,52771
2021-02-16,Race-Asian,52887
2021-02-17,Race-Asian,53086
2021-02-18,Race-Asian,53254
2021-02-19,Race-Asian,53406
2021-02-20,Race-Asian,53540
2021-02-21,Race-Asian,53631
2021-02-22,Race-Asian,54294
2021-02-23,Race-Asian,54426
2021-02-24,Race-Asian,54559
2021-02-25,Race-Asian,54701
2021-02-26,Race-Asian,54808
2021-02-27,Race-Asian,54914
2021-02-28,Race-Asian,55006
2021-03-01,Race-Asian,55089
2021-03-02,Race-Asian,55200
2021-03-03,Race-Asian,55340
2021-03-04,Race-Asian,55515
2021-03-05,Race-Asian,55659
2021-03-06,Race-Asian,55745
2021-03-07,Race-Asian,55820
2021-03-08,Race-Asian,55925
2021-03-09,Race-Asian,56000
2021-03-10,Race-Asian,56000
2021-03-11,Race-Asian,56249
2021-03-12,Race-Asian,56341
2021-03-13,Race-Asian,56421
2021-03-14,Race-Asian,56482
2021-03-15,Race-Asian,56545
2021-03-16,Race-Asian,56625
2021-03-17,Race-Asian,56719
2021-03-18,Race-Asian,56801
2021-03-19,Race-Asian,56856
2021-03-20,Race-Asian,56912
2021-03-21,Race-Asian,56951
2021-03-22,Race-Asian,57000
2021-03-23,Race-Asian,57076
2021-03-24,Race-Asian,57122
2021-03-25,Race-Asian,57207
2021-03-26,Race-Asian,57292
2021-03-27,Race-Asian,57359
2021-03-28,Race-Asian,57398
2021-03-29,Race-Asian,57448
2021-03-30,Race-Asian,57514
2021-03-31,Race-Asian,57448
2021-04-01,Race-Asian,57667
2021-04-02,Race-Asian,57752
2021-04-03,Race-Asian,57839
2021-04-04,Race-Asian,57927
2021-04-05,Race-Asian,57985
2021-04-06,Race-Asian,58064
2021-04-07,Race-Asian,58162
2021-04-08,Race-Asian,58265
2021-04-09,Race-Asian,58395
2021-04-10,Race-Asian,58447
2021-04-11,Race-Asian,58529
2021-04-12,Race-Asian,58566
2021-04-13,Race-Asian,58612
2021-04-14,Race-Asian,58684
2021-04-15,Race-Asian,58770
2021-04-16,Race-Asian,58856
2021-04-17,Race-Asian,58970
2021-04-18,Race-Asian,59013
2021-04-19,Race-Asian,59079
2021-04-20,Race-Asian,59126
2021-04-21,Race-Asian,59185
2021-04-22,Race-Asian,59237
2021-04-23,Race-Asian,59274
2021-04-24,Race-Asian,59331
2021-04-25,Race-Asian,59368
